ic,family,run,init,amp_K,lead_hr,stat,pole,value,p_hPa,r_km
axisym,heating_wlock,sweepw_6K_24h_init2025092200,2025092200,6.0,24,max,upperlevel,-0.476161,250.0,53.0
axisym,heating_wlock,sweepw_6K_24h_init2025092200,2025092200,6.0,24,p95,upperlevel,-0.292298,308.38,102.8
axisym,heating_wlock,sweepw_6K_24h_init2025092200,2025092200,6.0,24,p90,upperlevel,-0.242793,320.77,122.48
axisym,heating_wlock,sweepw_6p5K_24h_init2025091700,2025091700,6.5,24,max,lowlevel,0.175191,700.0,114.53
axisym,heating_wlock,sweepw_6p5K_24h_init2025091700,2025091700,6.5,24,p95,lowlevel,0.096661,749.58,138.88
axisym,heating_wlock,sweepw_6p5K_24h_init2025091700,2025091700,6.5,24,p90,lowlevel,0.077569,765.84,146.99
axisym,heating_wlock,sweepw_6p5K_24h_init2025091700,2025091700,6.5,24,max,upperlevel,-0.647046,500.0,213.21
axisym,heating_wlock,sweepw_6p5K_24h_init2025091700,2025091700,6.5,24,p95,upperlevel,-0.321216,422.61,203.45
axisym,heating_wlock,sweepw_6p5K_24h_init2025091700,2025091700,6.5,24,p90,upperlevel,-0.229522,400.22,202.8
axisym,heating_wlock,sweepw_6p5K_24h_init2025092000,2025092000,6.5,24,max,lowlevel,1.005288,700.0,76.91
axisym,heating_wlock,sweepw_6p5K_24h_init2025092000,2025092000,6.5,24,p95,lowlevel,0.596811,752.13,60.53
axisym,heating_wlock,sweepw_6p5K_24h_init2025092000,2025092000,6.5,24,p90,lowlevel,0.44516,782.64,65.03
axisym,heating_wlock,sweepw_6p5K_24h_init2025092000,2025092000,6.5,24,max,upperlevel,-0.674852,500.0,203.67
axisym,heating_wlock,sweepw_6p5K_24h_init2025092000,2025092000,6.5,24,p95,upperlevel,-0.338153,389.91,181.21
axisym,heating_wlock,sweepw_6p5K_24h_init2025092000,2025092000,6.5,24,p90,upperlevel,-0.26412,374.21,176.11
axisym,heating_wlock,sweepw_6p5K_24h_init2025092100,2025092100,6.5,24,max,lowlevel,1.346366,700.0,53.08
axisym,heating_wlock,sweepw_6p5K_24h_init2025092100,2025092100,6.5,24,p95,lowlevel,0.91222,756.12,56.85
axisym,heating_wlock,sweepw_6p5K_24h_init2025092100,2025092100,6.5,24,p90,lowlevel,0.651823,780.83,62.0
axisym,heating_wlock,sweepw_6p5K_24h_init2025092100,2025092100,6.5,24,max,upperlevel,-0.426561,400.0,156.78
axisym,heating_wlock,sweepw_6p5K_24h_init2025092100,2025092100,6.5,24,p95,upperlevel,-0.279676,413.53,136.33
axisym,heating_wlock,sweepw_6p5K_24h_init2025092100,2025092100,6.5,24,p90,upperlevel,-0.237072,405.53,139.64
axisym,heating_wlock,sweepw_6p5K_24h_init2025092200,2025092200,6.5,24,max,lowlevel,0.754979,700.0,26.5
axisym,heating_wlock,sweepw_6p5K_24h_init2025092200,2025092200,6.5,24,p95,lowlevel,0.527962,770.79,52.2
axisym,heating_wlock,sweepw_6p5K_24h_init2025092200,2025092200,6.5,24,p90,lowlevel,0.391428,791.9,61.04
axisym,heating_wlock,sweepw_6p5K_24h_init2025092200,2025092200,6.5,24,max,upperlevel,-0.50705,250.0,53.0
axisym,heating_wlock,sweepw_6p5K_24h_init2025092200,2025092200,6.5,24,p95,upperlevel,-0.311415,310.19,103.61
axisym,heating_wlock,sweepw_6p5K_24h_init2025092200,2025092200,6.5,24,p90,upperlevel,-0.258452,321.1,123.25
axisym,heating_wlock,sweepw_7K_24h_init2025091700,2025091700,7.0,24,max,lowlevel,0.181718,700.0,114.53
axisym,heating_wlock,sweepw_7K_24h_init2025091700,2025091700,7.0,24,p95,lowlevel,0.097484,744.11,137.07
axisym,heating_wlock,sweepw_7K_24h_init2025091700,2025091700,7.0,24,p90,lowlevel,0.078279,766.86,146.61
axisym,heating_wlock,sweepw_7K_24h_init2025091700,2025091700,7.0,24,max,upperlevel,-0.661578,500.0,213.21
axisym,heating_wlock,sweepw_7K_24h_init2025091700,2025091700,7.0,24,p95,upperlevel,-0.32692,422.07,203.27
axisym,heating_wlock,sweepw_7K_24h_init2025091700,2025091700,7.0,24,p90,upperlevel,-0.234952,401.42,202.54
axisym,heating_wlock,sweepw_7K_24h_init2025092000,2025092000,7.0,24,max,lowlevel,1.096378,700.0,76.91
axisym,heating_wlock,sweepw_7K_24h_init2025092000,2025092000,7.0,24,p95,lowlevel,0.64559,752.17,60.43
axisym,heating_wlock,sweepw_7K_24h_init2025092000,2025092000,7.0,24,p90,lowlevel,0.48055,782.69,64.94
axisym,heating_wlock,sweepw_7K_24h_init2025092000,2025092000,7.0,24,max,upperlevel,-0.723968,500.0,203.67
axisym,heating_wlock,sweepw_7K_24h_init2025092000,2025092000,7.0,24,p95,upperlevel,-0.358563,392.65,181.33
axisym,heating_wlock,sweepw_7K_24h_init2025092000,2025092000,7.0,24,p90,upperlevel,-0.2801,377.04,175.71
axisym,heating_wlock,sweepw_7K_24h_init2025092100,2025092100,7.0,24,max,lowlevel,1.432158,700.0,61.66
axisym,heating_wlock,sweepw_7K_24h_init2025092100,2025092100,7.0,24,p95,lowlevel,0.972623,757.98,55.63
axisym,heating_wlock,sweepw_7K_24h_init2025092100,2025092100,7.0,24,p90,lowlevel,0.693357,782.65,61.23
axisym,heating_wlock,sweepw_7K_24h_init2025092100,2025092100,7.0,24,max,upperlevel,-0.46165,400.0,156.78
axisym,heating_wlock,sweepw_7K_24h_init2025092100,2025092100,7.0,24,p95,upperlevel,-0.300307,410.45,137.95
axisym,heating_wlock,sweepw_7K_24h_init2025092100,2025092100,7.0,24,p90,upperlevel,-0.25373,398.7,141.3
axisym,heating_wlock,sweepw_7K_24h_init2025092200,2025092200,7.0,24,max,lowlevel,0.806666,700.0,26.5
axisym,heating_wlock,sweepw_7K_24h_init2025092200,2025092200,7.0,24,p95,lowlevel,0.564296,770.93,52.16
axisym,heating_wlock,sweepw_7K_24h_init2025092200,2025092200,7.0,24,p90,lowlevel,0.417803,792.34,60.94
axisym,heating_wlock,sweepw_7K_24h_init2025092200,2025092200,7.0,24,max,upperlevel,-0.541726,300.0,59.87
axisym,heating_wlock,sweepw_7K_24h_init2025092200,2025092200,7.0,24,p95,upperlevel,-0.329702,310.16,103.61
axisym,heating_wlock,sweepw_7K_24h_init2025092200,2025092200,7.0,24,p90,upperlevel,-0.273374,321.23,124.64
axisym,heating_wlock,sweepw_7p5K_24h_init2025091700,2025091700,7.5,24,max,lowlevel,0.185208,700.0,114.53
axisym,heating_wlock,sweepw_7p5K_24h_init2025091700,2025091700,7.5,24,p95,lowlevel,0.096679,741.99,138.33
axisym,heating_wlock,sweepw_7p5K_24h_init2025091700,2025091700,7.5,24,p90,lowlevel,0.077697,767.47,147.41
axisym,heating_wlock,sweepw_7p5K_24h_init2025091700,2025091700,7.5,24,max,upperlevel,-0.659257,500.0,213.21
axisym,heating_wlock,sweepw_7p5K_24h_init2025091700,2025091700,7.5,24,p95,upperlevel,-0.324005,421.77,205.22
axisym,heating_wlock,sweepw_7p5K_24h_init2025091700,2025091700,7.5,24,p90,upperlevel,-0.235828,400.67,203.43
axisym,heating_wlock,sweepw_7p5K_24h_init2025092000,2025092000,7.5,24,max,lowlevel,1.18958,700.0,76.91
axisym,heating_wlock,sweepw_7p5K_24h_init2025092000,2025092000,7.5,24,p95,lowlevel,0.694625,752.21,60.34
axisym,heating_wlock,sweepw_7p5K_24h_init2025092000,2025092000,7.5,24,p90,lowlevel,0.516008,782.75,64.8
axisym,heating_wlock,sweepw_7p5K_24h_init2025092000,2025092000,7.5,24,max,upperlevel,-0.771102,500.0,203.67
axisym,heating_wlock,sweepw_7p5K_24h_init2025092000,2025092000,7.5,24,p95,upperlevel,-0.379318,392.82,181.68
axisym,heating_wlock,sweepw_7p5K_24h_init2025092000,2025092000,7.5,24,p90,upperlevel,-0.296682,378.25,178.02
axisym,heating_wlock,sweepw_7p5K_24h_init2025092100,2025092100,7.5,24,max,lowlevel,1.541473,700.0,61.66
axisym,heating_wlock,sweepw_7p5K_24h_init2025092100,2025092100,7.5,24,p95,lowlevel,1.031656,759.79,54.82
axisym,heating_wlock,sweepw_7p5K_24h_init2025092100,2025092100,7.5,24,p90,lowlevel,0.733657,783.08,60.91
axisym,heating_wlock,sweepw_7p5K_24h_init2025092100,2025092100,7.5,24,max,upperlevel,-0.496439,400.0,156.78
axisym,heating_wlock,sweepw_7p5K_24h_init2025092100,2025092100,7.5,24,p95,upperlevel,-0.323342,399.61,143.39
axisym,heating_wlock,sweepw_7p5K_24h_init2025092100,2025092100,7.5,24,p90,upperlevel,-0.272361,392.12,143.83
axisym,heating_wlock,sweepw_7p5K_24h_init2025092200,2025092200,7.5,24,max,lowlevel,0.857947,700.0,26.5
axisym,heating_wlock,sweepw_7p5K_24h_init2025092200,2025092200,7.5,24,p95,lowlevel,0.600434,771.07,52.13
axisym,heating_wlock,sweepw_7p5K_24h_init2025092200,2025092200,7.5,24,p90,lowlevel,0.444083,792.54,61.11
axisym,heating_wlock,sweepw_7p5K_24h_init2025092200,2025092200,7.5,24,max,upperlevel,-0.575572,300.0,59.87
axisym,heating_wlock,sweepw_7p5K_24h_init2025092200,2025092200,7.5,24,p95,upperlevel,-0.347414,310.09,103.57
axisym,heating_wlock,sweepw_7p5K_24h_init2025092200,2025092200,7.5,24,p90,upperlevel,-0.287966,319.37,124.93
axisym,heating_wlock,sweepw_8K_24h_init2025091700,2025091700,8.0,24,max,lowlevel,0.186483,700.0,114.53
axisym,heating_wlock,sweepw_8K_24h_init2025091700,2025091700,8.0,24,p95,lowlevel,0.094901,736.42,140.12
axisym,heating_wlock,sweepw_8K_24h_init2025091700,2025091700,8.0,24,p90,lowlevel,0.076335,764.09,147.79
axisym,heating_wlock,sweepw_8K_24h_init2025091700,2025091700,8.0,24,max,upperlevel,-0.641488,500.0,213.21
axisym,heating_wlock,sweepw_8K_24h_init2025091700,2025091700,8.0,24,p95,upperlevel,-0.315924,421.77,204.05
axisym,heating_wlock,sweepw_8K_24h_init2025091700,2025091700,8.0,24,p90,upperlevel,-0.234035,402.82,204.92
axisym,heating_wlock,sweepw_8K_24h_init2025092000,2025092000,8.0,24,max,lowlevel,1.284665,700.0,76.91
axisym,heating_wlock,sweepw_8K_24h_init2025092000,2025092000,8.0,24,p95,lowlevel,0.744014,753.09,59.85
axisym,heating_wlock,sweepw_8K_24h_init2025092000,2025092000,8.0,24,p90,lowlevel,0.551577,782.83,64.67
axisym,heating_wlock,sweepw_8K_24h_init2025092000,2025092000,8.0,24,max,upperlevel,-0.815731,500.0,203.67
axisym,heating_wlock,sweepw_8K_24h_init2025092000,2025092000,8.0,24,p95,upperlevel,-0.400231,392.95,182.39
axisym,heating_wlock,sweepw_8K_24h_init2025092000,2025092000,8.0,24,p90,upperlevel,-0.313427,380.05,178.23
axisym,heating_wlock,sweepw_8K_24h_init2025092100,2025092100,8.0,24,max,lowlevel,1.650346,700.0,61.66
axisym,heating_wlock,sweepw_8K_24h_init2025092100,2025092100,8.0,24,p95,lowlevel,1.089174,761.59,53.94
axisym,heating_wlock,sweepw_8K_24h_init2025092100,2025092100,8.0,24,p90,lowlevel,0.772664,783.94,60.46
axisym,heating_wlock,sweepw_8K_24h_init2025092100,2025092100,8.0,24,max,upperlevel,-0.529998,400.0,156.78
axisym,heating_wlock,sweepw_8K_24h_init2025092100,2025092100,8.0,24,p95,upperlevel,-0.34753,397.51,145.25
axisym,heating_wlock,sweepw_8K_24h_init2025092100,2025092100,8.0,24,p90,upperlevel,-0.291822,389.14,144.36
axisym,heating_wlock,sweepw_8K_24h_init2025092200,2025092200,8.0,24,max,lowlevel,0.908848,700.0,26.5
axisym,heating_wlock,sweepw_8K_24h_init2025092200,2025092200,8.0,24,p95,lowlevel,0.636391,771.21,52.1
axisym,heating_wlock,sweepw_8K_24h_init2025092200,2025092200,8.0,24,p90,lowlevel,0.470235,792.96,60.95
axisym,heating_wlock,sweepw_8K_24h_init2025092200,2025092200,8.0,24,max,upperlevel,-0.608173,300.0,59.87
axisym,heating_wlock,sweepw_8K_24h_init2025092200,2025092200,8.0,24,p95,upperlevel,-0.364411,313.82,106.67
axisym,heating_wlock,sweepw_8K_24h_init2025092200,2025092200,8.0,24,p90,upperlevel,-0.301779,319.54,125.06
axisym,heating_wlock,sweepw_8p5K_24h_init2025091700,2025091700,8.5,24,max,lowlevel,0.186428,700.0,114.53
axisym,heating_wlock,sweepw_8p5K_24h_init2025091700,2025091700,8.5,24,p95,lowlevel,0.092784,737.02,140.56
axisym,heating_wlock,sweepw_8p5K_24h_init2025091700,2025091700,8.5,24,p90,lowlevel,0.074538,761.38,149.57
axisym,heating_wlock,sweepw_8p5K_24h_init2025091700,2025091700,8.5,24,max,upperlevel,-0.612447,500.0,213.21
axisym,heating_wlock,sweepw_8p5K_24h_init2025091700,2025091700,8.5,24,p95,upperlevel,-0.30619,425.01,206.86
axisym,heating_wlock,sweepw_8p5K_24h_init2025091700,2025091700,8.5,24,p90,upperlevel,-0.231448,403.72,206.62
axisym,heating_wlock,sweepw_8p5K_24h_init2025092000,2025092000,8.5,24,max,lowlevel,1.381725,700.0,76.91
axisym,heating_wlock,sweepw_8p5K_24h_init2025092000,2025092000,8.5,24,p95,lowlevel,0.793856,752.34,59.88
axisym,heating_wlock,sweepw_8p5K_24h_init2025092000,2025092000,8.5,24,p90,lowlevel,0.587307,782.93,64.67
axisym,heating_wlock,sweepw_8p5K_24h_init2025092000,2025092000,8.5,24,max,upperlevel,-0.858137,500.0,203.67
axisym,heating_wlock,sweepw_8p5K_24h_init2025092000,2025092000,8.5,24,p95,upperlevel,-0.421443,397.76,180.5
axisym,heating_wlock,sweepw_8p5K_24h_init2025092000,2025092000,8.5,24,p90,upperlevel,-0.330581,384.28,178.91
axisym,heating_wlock,sweepw_8p5K_24h_init2025092100,2025092100,8.5,24,max,lowlevel,1.758074,700.0,61.66
axisym,heating_wlock,sweepw_8p5K_24h_init2025092100,2025092100,8.5,24,p95,lowlevel,1.145308,761.79,53.73
axisym,heating_wlock,sweepw_8p5K_24h_init2025092100,2025092100,8.5,24,p90,lowlevel,0.810425,784.3,60.14
axisym,heating_wlock,sweepw_8p5K_24h_init2025092100,2025092100,8.5,24,max,upperlevel,-0.562122,400.0,156.78
axisym,heating_wlock,sweepw_8p5K_24h_init2025092100,2025092100,8.5,24,p95,upperlevel,-0.371811,387.98,139.73
axisym,heating_wlock,sweepw_8p5K_24h_init2025092100,2025092100,8.5,24,p90,upperlevel,-0.311554,384.16,143.73
axisym,heating_wlock,sweepw_8p5K_24h_init2025092200,2025092200,8.5,24,max,lowlevel,0.959339,700.0,26.5
axisym,heating_wlock,sweepw_8p5K_24h_init2025092200,2025092200,8.5,24,p95,lowlevel,0.672179,771.34,52.06
axisym,heating_wlock,sweepw_8p5K_24h_init2025092200,2025092200,8.5,24,p90,lowlevel,0.496367,794.11,60.83
axisym,heating_wlock,sweepw_8p5K_24h_init2025092200,2025092200,8.5,24,max,upperlevel,-0.640206,300.0,59.87
axisym,heating_wlock,sweepw_8p5K_24h_init2025092200,2025092200,8.5,24,p95,upperlevel,-0.381392,312.87,104.5
axisym,heating_wlock,sweepw_8p5K_24h_init2025092200,2025092200,8.5,24,p90,upperlevel,-0.315309,318.55,125.03
axisym,heating_wlock,sweepw_9K_24h_init2025091700,2025091700,9.0,24,max,lowlevel,0.190103,700.0,87.72
axisym,heating_wlock,sweepw_9K_24h_init2025091700,2025091700,9.0,24,p95,lowlevel,0.091298,731.81,146.47
axisym,heating_wlock,sweepw_9K_24h_init2025091700,2025091700,9.0,24,p90,lowlevel,0.0725,761.31,153.09
axisym,heating_wlock,sweepw_9K_24h_init2025091700,2025091700,9.0,24,max,upperlevel,-0.576633,500.0,213.21
axisym,heating_wlock,sweepw_9K_24h_init2025091700,2025091700,9.0,24,p95,upperlevel,-0.297432,423.54,209.47
axisym,heating_wlock,sweepw_9K_24h_init2025091700,2025091700,9.0,24,p90,upperlevel,-0.228817,404.5,209.0
axisym,heating_wlock,sweepw_9K_24h_init2025092000,2025092000,9.0,24,max,lowlevel,1.480891,700.0,76.91
axisym,heating_wlock,sweepw_9K_24h_init2025092000,2025092000,9.0,24,p95,lowlevel,0.844199,752.42,59.79
axisym,heating_wlock,sweepw_9K_24h_init2025092000,2025092000,9.0,24,p90,lowlevel,0.623325,783.05,64.55
axisym,heating_wlock,sweepw_9K_24h_init2025092000,2025092000,9.0,24,max,upperlevel,-0.898018,500.0,203.67
axisym,heating_wlock,sweepw_9K_24h_init2025092000,2025092000,9.0,24,p95,upperlevel,-0.443514,400.68,179.4
axisym,heating_wlock,sweepw_9K_24h_init2025092000,2025092000,9.0,24,p90,upperlevel,-0.34862,385.97,179.53
axisym,heating_wlock,sweepw_9K_24h_init2025092100,2025092100,9.0,24,max,lowlevel,1.864085,700.0,61.66
axisym,heating_wlock,sweepw_9K_24h_init2025092100,2025092100,9.0,24,p95,lowlevel,1.200436,765.85,52.95
axisym,heating_wlock,sweepw_9K_24h_init2025092100,2025092100,9.0,24,p90,lowlevel,0.84717,784.92,59.82
axisym,heating_wlock,sweepw_9K_24h_init2025092100,2025092100,9.0,24,max,upperlevel,-0.59279,400.0,156.78
axisym,heating_wlock,sweepw_9K_24h_init2025092100,2025092100,9.0,24,p95,upperlevel,-0.397596,382.87,138.73
axisym,heating_wlock,sweepw_9K_24h_init2025092100,2025092100,9.0,24,p90,upperlevel,-0.331704,380.35,142.75
axisym,heating_wlock,sweepw_9K_24h_init2025092200,2025092200,9.0,24,max,lowlevel,1.009476,700.0,26.5
axisym,heating_wlock,sweepw_9K_24h_init2025092200,2025092200,9.0,24,p95,lowlevel,0.707838,771.47,52.03
axisym,heating_wlock,sweepw_9K_24h_init2025092200,2025092200,9.0,24,p90,lowlevel,0.522391,794.31,60.87
axisym,heating_wlock,sweepw_9K_24h_init2025092200,2025092200,9.0,24,max,upperlevel,-0.671737,300.0,59.87
axisym,heating_wlock,sweepw_9K_24h_init2025092200,2025092200,9.0,24,p95,upperlevel,-0.39823,311.91,104.56
axisym,heating_wlock,sweepw_9K_24h_init2025092200,2025092200,9.0,24,p90,upperlevel,-0.328627,318.6,125.47
axisym,heating_wlock,sweepw_9p5K_24h_init2025091700,2025091700,9.5,24,max,lowlevel,0.194321,700.0,87.72
axisym,heating_wlock,sweepw_9p5K_24h_init2025091700,2025091700,9.5,24,p95,lowlevel,0.090686,721.99,149.24
axisym,heating_wlock,sweepw_9p5K_24h_init2025091700,2025091700,9.5,24,p90,lowlevel,0.071208,754.61,156.86
axisym,heating_wlock,sweepw_9p5K_24h_init2025091700,2025091700,9.5,24,max,upperlevel,-0.536015,500.0,213.21
axisym,heating_wlock,sweepw_9p5K_24h_init2025091700,2025091700,9.5,24,p95,upperlevel,-0.290966,422.46,215.0
axisym,heating_wlock,sweepw_9p5K_24h_init2025091700,2025091700,9.5,24,p90,upperlevel,-0.226069,404.8,210.51
axisym,heating_wlock,sweepw_9p5K_24h_init2025092000,2025092000,9.5,24,max,lowlevel,1.581722,700.0,76.91
axisym,heating_wlock,sweepw_9p5K_24h_init2025092000,2025092000,9.5,24,p95,lowlevel,0.895344,754.18,59.3
axisym,heating_wlock,sweepw_9p5K_24h_init2025092000,2025092000,9.5,24,p90,lowlevel,0.659617,783.2,64.43
axisym,heating_wlock,sweepw_9p5K_24h_init2025092000,2025092000,9.5,24,max,upperlevel,-0.935134,500.0,203.67
axisym,heating_wlock,sweepw_9p5K_24h_init2025092000,2025092000,9.5,24,p95,upperlevel,-0.467032,404.11,180.33
axisym,heating_wlock,sweepw_9p5K_24h_init2025092000,2025092000,9.5,24,p90,upperlevel,-0.367489,385.47,180.33
axisym,heating_wlock,sweepw_9p5K_24h_init2025092100,2025092100,9.5,24,max,lowlevel,1.967962,700.0,61.66
axisym,heating_wlock,sweepw_9p5K_24h_init2025092100,2025092100,9.5,24,p95,lowlevel,1.254511,767.55,52.67
axisym,heating_wlock,sweepw_9p5K_24h_init2025092100,2025092100,9.5,24,p90,lowlevel,0.882921,785.09,59.58
axisym,heating_wlock,sweepw_9p5K_24h_init2025092100,2025092100,9.5,24,max,upperlevel,-0.62235,400.0,156.78
axisym,heating_wlock,sweepw_9p5K_24h_init2025092100,2025092100,9.5,24,p95,upperlevel,-0.423197,380.86,139.54
axisym,heating_wlock,sweepw_9p5K_24h_init2025092100,2025092100,9.5,24,p90,upperlevel,-0.351836,378.94,143.46
axisym,heating_wlock,sweepw_9p5K_24h_init2025092200,2025092200,9.5,24,max,lowlevel,1.05939,700.0,26.5
axisym,heating_wlock,sweepw_9p5K_24h_init2025092200,2025092200,9.5,24,p95,lowlevel,0.743427,771.6,52.0
axisym,heating_wlock,sweepw_9p5K_24h_init2025092200,2025092200,9.5,24,p90,lowlevel,0.548335,794.51,60.82
axisym,heating_wlock,sweepw_9p5K_24h_init2025092200,2025092200,9.5,24,max,upperlevel,-0.70312,300.0,59.87
axisym,heating_wlock,sweepw_9p5K_24h_init2025092200,2025092200,9.5,24,p95,upperlevel,-0.41525,312.7,103.78
axisym,heating_wlock,sweepw_9p5K_24h_init2025092200,2025092200,9.5,24,p90,upperlevel,-0.342101,320.32,126.31
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,3,max,lowlevel,0.029206,700.0,60.78
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,3,p95,lowlevel,0.017501,727.1,87.65
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,3,p90,lowlevel,0.014192,744.05,96.54
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,3,max,upperlevel,-0.029394,400.0,98.32
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,3,p95,upperlevel,-0.019723,416.78,134.56
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,3,p90,upperlevel,-0.017229,396.57,137.28
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,6,max,lowlevel,0.059062,700.0,54.01
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,6,p95,lowlevel,0.036439,760.8,69.48
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,6,p90,lowlevel,0.029932,767.58,81.11
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,6,max,upperlevel,-0.115149,500.0,123.73
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,6,p95,upperlevel,-0.046529,457.44,136.37
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,6,p90,upperlevel,-0.03675,434.91,142.49
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,9,max,lowlevel,0.062308,700.0,77.53
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,9,p95,lowlevel,0.033014,707.49,109.01
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,9,p90,lowlevel,0.023586,723.1,119.2
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,9,max,upperlevel,-0.120051,500.0,137.65
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,9,p95,upperlevel,-0.065091,404.64,160.97
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,9,p90,upperlevel,-0.053616,375.83,162.08
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,12,max,lowlevel,0.084151,700.0,99.4
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,12,p95,lowlevel,0.054918,713.73,135.74
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,12,p90,lowlevel,0.045205,733.89,145.28
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,12,max,upperlevel,-0.249368,500.0,164.21
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,12,p95,upperlevel,-0.122518,433.15,187.32
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,12,p90,upperlevel,-0.093467,414.36,192.1
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,15,max,lowlevel,0.071657,700.0,139.15
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,15,p95,lowlevel,0.054865,763.28,147.77
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,15,p90,lowlevel,0.04691,765.2,163.46
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,15,max,upperlevel,-0.630288,400.0,145.85
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,15,p95,upperlevel,-0.238873,422.2,165.21
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,15,p90,upperlevel,-0.176783,400.75,177.46
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,18,max,lowlevel,0.090028,700.0,196.65
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,18,p95,lowlevel,0.061799,731.87,181.72
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,18,p90,lowlevel,0.051956,742.93,185.52
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,18,max,upperlevel,-0.935416,400.0,111.31
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,18,p95,upperlevel,-0.368683,421.25,153.79
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,18,p90,upperlevel,-0.267674,412.4,162.33
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,21,max,lowlevel,0.078913,700.0,98.1
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,21,p95,lowlevel,0.059309,820.88,153.69
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,21,p90,lowlevel,0.051094,825.75,161.7
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,21,max,upperlevel,-0.682409,500.0,193.63
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,21,p95,upperlevel,-0.397616,419.65,193.48
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,21,p90,upperlevel,-0.29414,405.21,187.66
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,24,max,lowlevel,0.146317,700.0,98.09
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,24,p95,lowlevel,0.085045,759.87,142.0
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,24,p90,lowlevel,0.068372,769.3,151.16
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,24,max,upperlevel,-0.530366,500.0,213.21
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,24,p95,upperlevel,-0.269517,413.56,210.67
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,24,p90,upperlevel,-0.193866,393.07,207.71
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,27,max,lowlevel,0.184091,700.0,98.08
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,27,p95,lowlevel,0.079754,757.91,125.93
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,27,p90,lowlevel,0.063588,775.32,143.86
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,27,max,upperlevel,-0.659773,300.0,271.03
axisym,heating_wlock,tseriesw_5K_120h_init2025091700,2025091700,5.0,27,p95,upperlevel,-0.312981,379.26,202.17
